web-scraper-order,web-scraper-start-url,companyName,industry,marketCap
"1700801043-3541","https://www.etmoney.com/stocks/list-of-stocks","20 Microns Ltd. 20MICRONS","Mining/minerals","₹631.63 Crs"
"1700801043-3542","https://www.etmoney.com/stocks/list-of-stocks","360 One Wam Ltd. 360ONE","Asset Management","₹19351.63 Crs"
"1700801043-3543","https://www.etmoney.com/stocks/list-of-stocks","3M India Ltd. 3MINDIA","Diversified","₹34608.55 Crs"
"1700801043-3544","https://www.etmoney.com/stocks/list-of-stocks","3P Land Holdings Ltd. 3PLAND","Real Estate","₹54 Crs"
"1700801043-3545","https://www.etmoney.com/stocks/list-of-stocks","3i Infotech Ltd. 3IINFOLTD","It Services & Consulting","₹810.08 Crs"
"1700801043-3546","https://www.etmoney.com/stocks/list-of-stocks","5Paisa Capital Ltd. 5PAISA","Investment Banking & Brokerage Services","₹1404.49 Crs"
"1700801043-3547","https://www.etmoney.com/stocks/list-of-stocks","63 Moons Technologies Ltd. 63MOONS","It Services & Consulting","₹1949.12 Crs"
"1700801043-3548","https://www.etmoney.com/stocks/list-of-stocks","A2Z Infra Engineering Ltd. A2ZINFRA","Construction & Engineering","₹211.34 Crs"
"1700801043-3549","https://www.etmoney.com/stocks/list-of-stocks","AAA Technologies Ltd. AAATECH","It Services & Consulting","₹100.05 Crs"
"1700801043-3550","https://www.etmoney.com/stocks/list-of-stocks","ABB India Ltd. ABB","Heavy Electrical Equipment","₹90294.16 Crs"
"1700801043-3551","https://www.etmoney.com/stocks/list-of-stocks","ABM International Ltd. ABMINTLLTD","Trading & Distribution","₹41.4 Crs"
"1700801043-3552","https://www.etmoney.com/stocks/list-of-stocks","ACC Ltd. ACC","Cement","₹34177.28 Crs"
"1700801043-3553","https://www.etmoney.com/stocks/list-of-stocks","ADF Foods Ltd. ADFFOODS","Food Products","₹2340.09 Crs"
"1700801043-3554","https://www.etmoney.com/stocks/list-of-stocks","AGI Greenpac Ltd. AGI","Construction Supplies & Fixtures","₹6405.04 Crs"
"1700801043-3555","https://www.etmoney.com/stocks/list-of-stocks","AGS Transact Technologies Ltd. AGSTRA","Credit Rating Agencies","₹1080.49 Crs"
"1700801043-3556","https://www.etmoney.com/stocks/list-of-stocks","AIA Engineering Ltd. AIAENG","Industrial Machinery, Equipment & Goods","₹33012.13 Crs"
"1700801043-3557","https://www.etmoney.com/stocks/list-of-stocks","AJR Infra and Tolling Ltd. AJRINFRA","Construction & Engineering","₹94.18 Crs"
"1700801043-3558","https://www.etmoney.com/stocks/list-of-stocks","AKG Exim Ltd. AKG","Trading & Distribution","₹88.97 Crs"
"1700801043-3559","https://www.etmoney.com/stocks/list-of-stocks","AMD Industries Ltd. AMDIND","Packaging","₹153.33 Crs"
"1700801043-3560","https://www.etmoney.com/stocks/list-of-stocks","AMJ Land Holdings Ltd. AMJLAND","Real Estate","₹164 Crs"
"1700801043-3561","https://www.etmoney.com/stocks/list-of-stocks","APL Apollo Tubes Ltd. APLAPOLLO","Tubes & Pipes","₹46702.51 Crs"
"1700801043-3562","https://www.etmoney.com/stocks/list-of-stocks","ARSS Infrastructure Projects Ltd. ARSSINFRA","Construction & Engineering","₹57.37 Crs"
"1700801043-3563","https://www.etmoney.com/stocks/list-of-stocks","ART Nirman Ltd. ARTNIRMAN","Construction & Engineering","₹114.8 Crs"
"1700801043-3564","https://www.etmoney.com/stocks/list-of-stocks","ASK Automotive Ltd. ASKAUTOLTD","Auto Ancillaries","₹5776.28 Crs"
"1700801043-3565","https://www.etmoney.com/stocks/list-of-stocks","AVG Logistics Ltd. AVG","Logistics","₹369.74 Crs"
"1700801043-3566","https://www.etmoney.com/stocks/list-of-stocks","AVT Natural Products Ltd. AVTNPL","Edible Oils & Solvent Extraction","₹1340.1 Crs"
"1700801043-3567","https://www.etmoney.com/stocks/list-of-stocks","AXISCADES Technologies Ltd. AXISCADES","Software Services","₹2176.67 Crs"
"1700801043-3568","https://www.etmoney.com/stocks/list-of-stocks","AYM Syntex Ltd. AYMSYNTEX","Textiles","₹333.96 Crs"
"1700801043-3569","https://www.etmoney.com/stocks/list-of-stocks","Aakash Exploration Services Ltd. AAKASH","Oil & Gas - Equipment & Services","₹70.88 Crs"
"1700801043-3570","https://www.etmoney.com/stocks/list-of-stocks","Aarey Drugs & Pharmaceuticals Ltd. AAREYDRUGS","Pharmaceuticals","₹129.46 Crs"
"1700801043-3571","https://www.etmoney.com/stocks/list-of-stocks","Aaron Industries Ltd. AARON","Heavy Electrical Equipment","₹274.4 Crs"
"1700801043-3572","https://www.etmoney.com/stocks/list-of-stocks","Aartech Solonics Ltd. AARTECH","Power - Construction/equipment","₹152.5 Crs"
"1700801043-3573","https://www.etmoney.com/stocks/list-of-stocks","Aarti Drugs Ltd. AARTIDRUGS","Pharmaceuticals","₹4366.91 Crs"
"1700801043-3574","https://www.etmoney.com/stocks/list-of-stocks","Aarti Industries Ltd. AARTIIND","Speciality Chemicals","₹19212.71 Crs"
"1700801043-3575","https://www.etmoney.com/stocks/list-of-stocks","Aarti Pharmalabs Ltd. AARTIPHARM","Speciality Chemicals","₹3588.79 Crs"
"1700801043-3576","https://www.etmoney.com/stocks/list-of-stocks","Aarti Surfactants Ltd. AARTISURF","Speciality Chemicals","₹497.13 Crs"
"1700801043-3577","https://www.etmoney.com/stocks/list-of-stocks","Aarvee Denims and Exports Ltd. AARVEEDEN","Apparels","₹58.65 Crs"
"1700801043-3578","https://www.etmoney.com/stocks/list-of-stocks","Aarvi Encon Ltd. AARVI","Employment Services","₹174.45 Crs"
"1700801043-3579","https://www.etmoney.com/stocks/list-of-stocks","Aavas Financiers Ltd. AAVAS","Housing Finance","₹11775.5 Crs"
"1700801043-3580","https://www.etmoney.com/stocks/list-of-stocks","Aban Offshore Ltd. ABAN","Oil & Gas - Equipment & Services","₹297.66 Crs"
"1700801043-3581","https://www.etmoney.com/stocks/list-of-stocks","Abans Holdings Ltd. AHL","Finance & Investments","₹1654.82 Crs"
"1700801043-3582","https://www.etmoney.com/stocks/list-of-stocks","Abbott India Ltd. ABBOTINDIA","Pharmaceuticals","₹50758.21 Crs"
"1700801043-3583","https://www.etmoney.com/stocks/list-of-stocks","Accelya Solutions India Ltd. ACCELYA","Software Services","₹2050.87 Crs"
"1700801043-3584","https://www.etmoney.com/stocks/list-of-stocks","Accuracy Shipping Ltd. ACCURACY","Logistics","₹135.5 Crs"
"1700801043-3585","https://www.etmoney.com/stocks/list-of-stocks","Ace Integrated Solutions Ltd. ACEINTEG","Credit Rating Agencies","₹35.7 Crs"
"1700801043-3586","https://www.etmoney.com/stocks/list-of-stocks","Action Construction Equipment Ltd. ACE","Engineering - Heavy","₹9788.64 Crs"
"1700801043-3587","https://www.etmoney.com/stocks/list-of-stocks","Adani Energy Solutions Ltd. ADANIENSOL","Power - Generation/distribution","₹80650.12 Crs"
"1700801043-3588","https://www.etmoney.com/stocks/list-of-stocks","Adani Enterprises Ltd. ADANIENT","Trading & Distribution","₹247950.24 Crs"
"1700801043-3589","https://www.etmoney.com/stocks/list-of-stocks","Adani Green Energy Ltd. ADANIGREEN","Power - Generation/distribution","₹147473.42 Crs"
"1700801043-3590","https://www.etmoney.com/stocks/list-of-stocks","Adani Ports & Special Economic Zone Ltd. ADANIPORTS","Shipping","₹171299.02 Crs"
"1700801043-3591","https://www.etmoney.com/stocks/list-of-stocks","Adani Power Ltd.
                                            ADANIPOWER","Power - Generation/distribution","₹147335.07 Crs"
"1700801043-3592","https://www.etmoney.com/stocks/list-of-stocks","Adani Total Gas Ltd.
                                            ATGL","Gas Distribution","₹58399.92 Crs"
"1700801043-3593","https://www.etmoney.com/stocks/list-of-stocks","Adani Wilmar Ltd.
                                            AWL","Personal Products","₹40939.88 Crs"
"1700801043-3594","https://www.etmoney.com/stocks/list-of-stocks","Aditya Birla Capital Ltd.
                                            ABCAPITAL","Finance & Investments","₹44450.53 Crs"
"1700801043-3595","https://www.etmoney.com/stocks/list-of-stocks","Aditya Birla Fashion and Retail Ltd.
                                            ABFRL","Retailing","₹21451.15 Crs"
"1700801043-3596","https://www.etmoney.com/stocks/list-of-stocks","Aditya Birla Money Ltd.
                                            BIRLAMONEY","Restaurants & Bars","₹638.55 Crs"
"1700801043-3597","https://www.etmoney.com/stocks/list-of-stocks","Aditya Birla Sun Life AMC Ltd.
                                            ABSLAMC","Asset Management","₹13021.33 Crs"
"1700801043-3598","https://www.etmoney.com/stocks/list-of-stocks","Ador Welding Ltd.
                                            ADORWELD","Industrial Machinery, Equipment & Goods","₹2066.97 Crs"
"1700801043-3599","https://www.etmoney.com/stocks/list-of-stocks","Adroit Infotech Ltd.
                                            ADROITINFO","Entertainment Production","₹46.61 Crs"
"1700801043-3600","https://www.etmoney.com/stocks/list-of-stocks","Advanced Enzyme Technologies Ltd.
                                            ADVENZYMES","Speciality Chemicals","₹3634.28 Crs"
"1700801043-3601","https://www.etmoney.com/stocks/list-of-stocks","Advani Hotels & Resorts (India) Ltd.
                                            ADVANIHOTR","Hotels","₹489.92 Crs"
"1700801043-3602","https://www.etmoney.com/stocks/list-of-stocks","Aegis Logistics Ltd.
                                            AEGISCHEM","Gas Distribution","₹11477.7 Crs"
"1700801043-3603","https://www.etmoney.com/stocks/list-of-stocks","Aeroflex Industries Ltd.
                                            AEROFLEX","Iron & Steel","₹2017.4 Crs"
"1700801043-3604","https://www.etmoney.com/stocks/list-of-stocks","Aether Industries Ltd.
                                            AETHER","Speciality Chemicals","₹11823.48 Crs"
"1700801043-3605","https://www.etmoney.com/stocks/list-of-stocks","Affle (India) Ltd.
                                            AFFLE","Advertising","₹14459.91 Crs"
"1700801043-3606","https://www.etmoney.com/stocks/list-of-stocks","Agarwal Industrial Corporation Ltd.
                                            AGARIND","Petrochemicals","₹1386.59 Crs"
"1700801043-3607","https://www.etmoney.com/stocks/list-of-stocks","Agri-Tech (India) Ltd.
                                            AGRITECH","Agro Products","₹132.46 Crs"
"1700801043-3608","https://www.etmoney.com/stocks/list-of-stocks","Agro Phos India Ltd.
                                            AGROPHOS","Agro Chemicals & Fertilizers","₹81.1 Crs"
"1700801043-3609","https://www.etmoney.com/stocks/list-of-stocks","Agro Tech Foods Ltd.
                                            ATFL","Edible Oils & Solvent Extraction","₹1988.53 Crs"
"1700801043-3610","https://www.etmoney.com/stocks/list-of-stocks","Ahlada Engineers Ltd.
                                            AHLADA","Home Furnishing","₹156.34 Crs"
"1700801043-3611","https://www.etmoney.com/stocks/list-of-stocks","Ahluwalia Contracts (India) Ltd.
                                            AHLUCONT","Construction & Engineering","₹5486.28 Crs"
"1700801043-3612","https://www.etmoney.com/stocks/list-of-stocks","Airan Ltd.
                                            AIRAN","It Services & Consulting","₹275.04 Crs"
"1700801043-3613","https://www.etmoney.com/stocks/list-of-stocks","Airo Lam Ltd.
                                            AIROLAM","Wood Products","₹193.53 Crs"
"1700801043-3614","https://www.etmoney.com/stocks/list-of-stocks","Ajanta Pharma Ltd.
                                            AJANTPHARM","Pharmaceuticals","₹24704.65 Crs"
"1700801043-3615","https://www.etmoney.com/stocks/list-of-stocks","Ajmera Realty & Infra India Ltd.
                                            AJMERA","Real Estate","₹1568.43 Crs"
"1700801043-3616","https://www.etmoney.com/stocks/list-of-stocks","Ajooni Biotech Ltd.
                                            AJOONI","Pharmaceuticals","₹43.81 Crs"
"1700801043-3617","https://www.etmoney.com/stocks/list-of-stocks","Akash Infra-Projects Ltd.
                                            AKASH","Construction & Engineering","₹53.96 Crs"
"1700801043-3618","https://www.etmoney.com/stocks/list-of-stocks","Aki India Ltd.
                                            AKI","Footwear","₹100.4 Crs"
"1700801043-3619","https://www.etmoney.com/stocks/list-of-stocks","Aksh Optifibre Ltd.
                                            AKSHOPTFBR","Telecomm Equipment & Infra Services","₹162.7 Crs"
"1700801043-3620","https://www.etmoney.com/stocks/list-of-stocks","Akshar Spintex Ltd.
                                            AKSHAR","Textiles","₹199.99 Crs"
"1700801043-3621","https://www.etmoney.com/stocks/list-of-stocks","AksharChem (India) Ltd.
                                            AKSHARCHEM","Dyes & Pigments","₹203.24 Crs"
"1700801043-3622","https://www.etmoney.com/stocks/list-of-stocks","Akzo Nobel India Ltd.
                                            AKZOINDIA","Paints/varnishes","₹11375.97 Crs"
"1700801043-3623","https://www.etmoney.com/stocks/list-of-stocks","Alankit Ltd.
                                            ALANKIT","Finance & Investments","₹336.84 Crs"
"1700801043-3624","https://www.etmoney.com/stocks/list-of-stocks","Albert David Ltd.
                                            ALBERTDAVD","Pharmaceuticals","₹544.46 Crs"
"1700801043-3625","https://www.etmoney.com/stocks/list-of-stocks","Alembic Ltd.
                                            ALEMBICLTD","Pharmaceuticals","₹2131.29 Crs"
"1700801043-3626","https://www.etmoney.com/stocks/list-of-stocks","Alembic Pharmaceuticals Ltd.
                                            APLLTD","Pharmaceuticals","₹14191.86 Crs"
"1700801043-3627","https://www.etmoney.com/stocks/list-of-stocks","Alicon Castalloy Ltd.
                                            ALICON","Auto Ancillaries","₹1351.78 Crs"
"1700801043-3628","https://www.etmoney.com/stocks/list-of-stocks","Alkali Metals Ltd.
                                            ALKALI","Commodity Chemicals","₹134.41 Crs"
"1700801043-3629","https://www.etmoney.com/stocks/list-of-stocks","Alkem Laboratories Ltd.
                                            ALKEM","Pharmaceuticals","₹54055.34 Crs"
"1700801043-3630","https://www.etmoney.com/stocks/list-of-stocks","Alkyl Amines Chemicals Ltd.
                                            ALKYLAMINE","Speciality Chemicals","₹10984.39 Crs"
"1700801043-3631","https://www.etmoney.com/stocks/list-of-stocks","Allcargo Logistics Ltd.
                                            ALLCARGO","Logistics","₹6535.5 Crs"
"1700801043-3632","https://www.etmoney.com/stocks/list-of-stocks","Allcargo Terminals Ltd.
                                            ATL","Logistics","₹1302.19 Crs"
"1700801043-3633","https://www.etmoney.com/stocks/list-of-stocks","Allied Digital Services Ltd.
                                            ADSL","It Services & Consulting","₹673.77 Crs"
"1700801043-3634","https://www.etmoney.com/stocks/list-of-stocks","Allsec Technologies Ltd.
                                            ALLSEC","It Services & Consulting","₹996.59 Crs"
"1700801043-3635","https://www.etmoney.com/stocks/list-of-stocks","Almondz Global Securities Ltd.
                                            ALMONDZ","Investment Banking & Brokerage Services","₹238.61 Crs"
"1700801043-3636","https://www.etmoney.com/stocks/list-of-stocks","Alok Industries Ltd.
                                            ALOKINDS","Textiles","₹9930.48 Crs"
"1700801043-3637","https://www.etmoney.com/stocks/list-of-stocks","Alpa Laboratories Ltd.
                                            ALPA","Pharmaceuticals","₹210.41 Crs"
"1700801043-3638","https://www.etmoney.com/stocks/list-of-stocks","Alphageo (India) Ltd.
                                            ALPHAGEO","Oil & Gas - Equipment & Services","₹178.85 Crs"
"1700801043-3639","https://www.etmoney.com/stocks/list-of-stocks","Alps Industries Ltd.
                                            ALPSINDUS","Textiles","₹7.82 Crs"
"1700801043-3640","https://www.etmoney.com/stocks/list-of-stocks","Amara Raja Energy & Mobility Ltd.
                                            ARE&M","Batteries","₹11393.19 Crs"
"1700801043-3641","https://www.etmoney.com/stocks/list-of-stocks","Amber Enterprises India Ltd.
                                            AMBER","Consumer Electronics & Appliances","₹10987.53 Crs"
"1700801043-3642","https://www.etmoney.com/stocks/list-of-stocks","Ambica Agarbathies & Aroma Industries Ltd.
                                            AMBICAAGAR","Diversified","₹65.27 Crs"
"1700801043-3643","https://www.etmoney.com/stocks/list-of-stocks","Ambika Cotton Mills Ltd.
                                            AMBIKCO","Textiles","₹956.65 Crs"
"1700801043-3644","https://www.etmoney.com/stocks/list-of-stocks","Ambuja Cements Ltd.
                                            AMBUJACEM","Cement","₹82602.84 Crs"
"1700801043-3645","https://www.etmoney.com/stocks/list-of-stocks","Ami Organics Ltd.
                                            AMIORG","Speciality Chemicals","₹4027.36 Crs"
"1700801043-3646","https://www.etmoney.com/stocks/list-of-stocks","Amrutanjan Health Care Ltd.
                                            AMRUTANJAN","Pharmaceuticals","₹1723.07 Crs"
"1700801043-3647","https://www.etmoney.com/stocks/list-of-stocks","Anand Rathi Wealth Ltd.
                                            ANANDRATHI","Finance & Investments","₹10464.28 Crs"
"1700801043-3648","https://www.etmoney.com/stocks/list-of-stocks","Anant Raj Ltd.
                                            ANANTRAJ","Real Estate","₹8199.64 Crs"
"1700801043-3649","https://www.etmoney.com/stocks/list-of-stocks","Andhra Cements Ltd.
                                            ACL","Cement","₹875.64 Crs"
"1700801043-3650","https://www.etmoney.com/stocks/list-of-stocks","Andhra Paper Ltd.
                                            ANDHRAPAP","Paper Products","₹2258.94 Crs"
"1700801043-3651","https://www.etmoney.com/stocks/list-of-stocks","Andrew Yule & Company Ltd.
                                            ANDREWYU","Tea & Coffee","₹1515.75 Crs"
"1700801043-3652","https://www.etmoney.com/stocks/list-of-stocks","Angel One Ltd.
                                            ANGELONE","Investment Banking & Brokerage Services","₹24776.56 Crs"
"1700801043-3653","https://www.etmoney.com/stocks/list-of-stocks","Anik Industries Ltd.
                                            ANIKINDS","Edible Oils & Solvent Extraction","₹158.19 Crs"
"1700801043-3654","https://www.etmoney.com/stocks/list-of-stocks","Anjani Portland Cement Ltd.
                                            APCL","Cement","₹619.81 Crs"
"1700801043-3655","https://www.etmoney.com/stocks/list-of-stocks","Ankit Metal & Power Ltd.
                                            ANKITMETAL","Iron & Steel","₹70.56 Crs"
"1700801043-3656","https://www.etmoney.com/stocks/list-of-stocks","Anmol India Ltd.
                                            ANMOL","Trading & Distribution","₹324.41 Crs"
"1700801043-3657","https://www.etmoney.com/stocks/list-of-stocks","Ansal Housing Ltd.
                                            ANSALHSG","Real Estate","₹34.82 Crs"
"1700801043-3658","https://www.etmoney.com/stocks/list-of-stocks","Ansal Properties & Infrastructure Ltd.
                                            ANSALAPI","Real Estate","₹173.15 Crs"
"1700801043-3659","https://www.etmoney.com/stocks/list-of-stocks","Antarctica Ltd.
                                            ANTGRAPHIC","Packaging","₹15.5 Crs"
"1700801043-3660","https://www.etmoney.com/stocks/list-of-stocks","Antony Waste Handling Cell Ltd.
                                            AWHCL","Waste Management","₹1400.21 Crs"
"1700801043-3661","https://www.etmoney.com/stocks/list-of-stocks","Anupam Rasayan India Ltd.
                                            ANURAS","Speciality Chemicals","₹10147.69 Crs"
"1700801043-3662","https://www.etmoney.com/stocks/list-of-stocks","Apar Industries Ltd.
                                            APARINDS","Electrical - Equipment/components","₹21748.06 Crs"
"1700801043-3663","https://www.etmoney.com/stocks/list-of-stocks","Apcotex Industries Ltd.
                                            APCOTEXIND","Plantation & Plantation Products","₹2742.6 Crs"
"1700801043-3664","https://www.etmoney.com/stocks/list-of-stocks","Apex Frozen Foods Ltd.
                                            APEX","Food Products","₹675 Crs"
"1700801043-3665","https://www.etmoney.com/stocks/list-of-stocks","Apollo Hospitals Enterprise Ltd.
                                            APOLLOHOSP","Hospitals & Diagnostic Centres","₹78995.29 Crs"
"1700801043-3666","https://www.etmoney.com/stocks/list-of-stocks","Apollo Micro Systems Ltd.
                                            APOLLO","Electronics - Equipment/components","₹3650.96 Crs"
"1700801043-3667","https://www.etmoney.com/stocks/list-of-stocks","Apollo Pipes Ltd.
                                            APOLLOPIPE","Tubes & Pipes","₹3021.71 Crs"
"1700801043-3668","https://www.etmoney.com/stocks/list-of-stocks","Apollo Sindoori Hotels Ltd.
                                            APOLSINHOT","Restaurants & Bars","₹425.69 Crs"
"1700801043-3669","https://www.etmoney.com/stocks/list-of-stocks","Apollo Tyres Ltd.
                                            APOLLOTYRE","Tyres & Rubber Products","₹26737.75 Crs"
"1700801043-3670","https://www.etmoney.com/stocks/list-of-stocks","Aptech Ltd.
                                            APTECHT","Education Services","₹1467.08 Crs"
"1700801043-3671","https://www.etmoney.com/stocks/list-of-stocks","Aptus Value Housing Finance India Ltd.
                                            APTUS","Housing Finance","₹14169.44 Crs"
"1700801043-3672","https://www.etmoney.com/stocks/list-of-stocks","Archean Chemical Industries Ltd.
                                            ACI","Commodity Chemicals","₹6600.91 Crs"
"1700801043-3673","https://www.etmoney.com/stocks/list-of-stocks","Archidply Decor Ltd.
                                            ADL","Wood Products","₹51.21 Crs"
"1700801043-3674","https://www.etmoney.com/stocks/list-of-stocks","Archidply Industries Ltd.
                                            ARCHIDPLY","Wood Products","₹166.87 Crs"
"1700801043-3675","https://www.etmoney.com/stocks/list-of-stocks","Archies Ltd.
                                            ARCHIES","Printing & Stationery","₹84.45 Crs"
"1700801043-3676","https://www.etmoney.com/stocks/list-of-stocks","Aries Agro Ltd.
                                            ARIES","Agro Chemicals & Fertilizers","₹256.19 Crs"
"1700801043-3677","https://www.etmoney.com/stocks/list-of-stocks","Arihant Capital Markets Ltd.
                                            ARIHANTCAP","Investment Banking & Brokerage Services","₹749.61 Crs"
"1700801043-3678","https://www.etmoney.com/stocks/list-of-stocks","Arihant Foundations & Housing Ltd.
                                            ARIHANT","Real Estate","₹34.4 Crs"
"1700801043-3679","https://www.etmoney.com/stocks/list-of-stocks","Arihant Superstructures Ltd.
                                            ARIHANTSUP","Real Estate","₹1029 Crs"
"1700801043-3680","https://www.etmoney.com/stocks/list-of-stocks","Arman Financial Services Ltd.
                                            ARMANFIN","Nbfc","₹1917.3 Crs"
"1700801043-3681","https://www.etmoney.com/stocks/list-of-stocks","Aro Granite Industries Ltd.
                                            AROGRANITE","Construction Supplies & Fixtures","₹74.97 Crs"
"1700801043-3682","https://www.etmoney.com/stocks/list-of-stocks","Arrow Greentech Ltd.
                                            ARROWGREEN","Packaging","₹680.47 Crs"
"1700801043-3683","https://www.etmoney.com/stocks/list-of-stocks","Arshiya Ltd.
                                            ARSHIYA","Logistics","₹105.39 Crs"
"1700801043-3684","https://www.etmoney.com/stocks/list-of-stocks","Artemis Medicare Services Ltd.
                                            ARTEMISMED","Hospitals & Diagnostic Centres","₹2282.46 Crs"
"1700801043-3685","https://www.etmoney.com/stocks/list-of-stocks","Arvee Laboratories (India) Ltd.
                                            ARVEE","Speciality Chemicals","₹127.83 Crs"
"1700801043-3686","https://www.etmoney.com/stocks/list-of-stocks","Arvind Fashions Ltd.
                                            ARVINDFASN","Apparels","₹5663.7 Crs"
"1700801043-3687","https://www.etmoney.com/stocks/list-of-stocks","Arvind Ltd.
                                            ARVINDMILL","Textiles","₹3022.8 Crs"
"1700801043-3688","https://www.etmoney.com/stocks/list-of-stocks","Arvind SmartSpaces Ltd.
                                            ARVSMART","Real Estate","₹1717.32 Crs"
"1700801043-3689","https://www.etmoney.com/stocks/list-of-stocks","Asahi India Glass Ltd.
                                            ASAHIINDIA","Auto Ancillaries","₹13977.67 Crs"
"1700801043-3690","https://www.etmoney.com/stocks/list-of-stocks","Asahi Songwon Colors Ltd.
                                            ASAHISONG","Dyes & Pigments","₹339.47 Crs"
"1700801043-3691","https://www.etmoney.com/stocks/list-of-stocks","Ashapura Minechem Ltd.
                                            ASHAPURMIN","Mining/minerals","₹3156.27 Crs"
"1700801043-3692","https://www.etmoney.com/stocks/list-of-stocks","Ashiana Housing Ltd.
                                            ASHIANA","Real Estate","₹2583.49 Crs"
"1700801043-3693","https://www.etmoney.com/stocks/list-of-stocks","Ashima Ltd.
                                            ASHIMASYN","Textiles","₹306.66 Crs"
"1700801043-3694","https://www.etmoney.com/stocks/list-of-stocks","Ashok Leyland Ltd.
                                            ASHOKLEY","Auto - 4w","₹52263.07 Crs"
"1700801043-3695","https://www.etmoney.com/stocks/list-of-stocks","Ashoka Buildcon Ltd.
                                            ASHOKA","Construction & Engineering","₹3902.05 Crs"
"1700801043-3696","https://www.etmoney.com/stocks/list-of-stocks","Ashoka Metcast Ltd.
                                            ASHOKAMET","Real Estate","₹52.49 Crs"
"1700801043-3697","https://www.etmoney.com/stocks/list-of-stocks","Asian Energy Services Ltd.
                                            ASIANENE","Oil & Gas Exploration And Production","₹651.07 Crs"
"1700801043-3698","https://www.etmoney.com/stocks/list-of-stocks","Asian Granito India Ltd.
                                            ASIANTILES","Construction Supplies & Fixtures","₹975.94 Crs"
"1700801043-3699","https://www.etmoney.com/stocks/list-of-stocks","Asian Hotels (East) Ltd.
                                            AHLEAST","Hotels","₹228.25 Crs"
"1700801043-3700","https://www.etmoney.com/stocks/list-of-stocks","Asian Hotels (North) Ltd.
                                            ASIANHOTNR","Hotels","₹398.79 Crs"
"1700801043-3701","https://www.etmoney.com/stocks/list-of-stocks","Asian Hotels (West) Ltd.
                                            AHLWEST","Hotels","₹167.78 Crs"
"1700801043-3702","https://www.etmoney.com/stocks/list-of-stocks","Asian Paints Ltd.
                                            ASIANPAINT","Paints/varnishes","₹299557.47 Crs"
"1700801043-3703","https://www.etmoney.com/stocks/list-of-stocks","Aspinwall and Company Ltd.
                                            ASPINWALL","Tea & Coffee","₹184.51 Crs"
"1700801043-3704","https://www.etmoney.com/stocks/list-of-stocks","Associated Alcohols & Breweries Ltd.
                                            ASALCBR","Breweries & Distilleries","₹813.56 Crs"
"1700801043-3705","https://www.etmoney.com/stocks/list-of-stocks","Astec Lifesciences Ltd.
                                            ASTEC","Agro Chemicals & Fertilizers","₹2458.99 Crs"
"1700801043-3706","https://www.etmoney.com/stocks/list-of-stocks","Aster DM Healthcare Ltd.
                                            ASTERDM","Hospitals & Diagnostic Centres","₹16883.54 Crs"
"1700801043-3707","https://www.etmoney.com/stocks/list-of-stocks","Astra Microwave Products Ltd.
                                            ASTRAMICRO","Telecomm Equipment & Infra Services","₹5278.94 Crs"
"1700801043-3708","https://www.etmoney.com/stocks/list-of-stocks","AstraZeneca Pharma India Ltd.
                                            ASTRAZEN","Pharmaceuticals","₹11617.5 Crs"
"1700801043-3709","https://www.etmoney.com/stocks/list-of-stocks","Astral Ltd.
                                            ASTRAL","Tubes & Pipes","₹52489.72 Crs"
"1700801043-3710","https://www.etmoney.com/stocks/list-of-stocks","Astron Paper & Board Mill Ltd.
                                            ASTRON","Paper Products","₹134.85 Crs"
"1700801043-3711","https://www.etmoney.com/stocks/list-of-stocks","Atal Realtech Ltd.
                                            ATALREAL","Real Estate","₹118.42 Crs"
"1700801043-3712","https://www.etmoney.com/stocks/list-of-stocks","Atam Valves Ltd.
                                            ATAM","Construction & Engineering","₹174.04 Crs"
"1700801043-3713","https://www.etmoney.com/stocks/list-of-stocks","Atlanta Ltd.
                                            ATLANTA","Construction & Engineering","₹171.15 Crs"
"1700801043-3714","https://www.etmoney.com/stocks/list-of-stocks","Atul Auto Ltd.
                                            ATULAUTO","Auto - 2 & 3 Wheelers","₹1731.68 Crs"
"1700801043-3715","https://www.etmoney.com/stocks/list-of-stocks","Atul Ltd.
                                            ATUL","Diversified Chemicals","₹19514.49 Crs"
"1700801043-3716","https://www.etmoney.com/stocks/list-of-stocks","Au Small Finance Bank Ltd.
                                            AUBANK","Banks","₹48054.82 Crs"
"1700801043-3717","https://www.etmoney.com/stocks/list-of-stocks","Aurionpro Solutions Ltd.
                                            AURIONPRO","It Services & Consulting","₹4349.31 Crs"
"1700801043-3718","https://www.etmoney.com/stocks/list-of-stocks","Aurobindo Pharma Ltd.
                                            AUROPHARMA","Pharmaceuticals","₹60293.08 Crs"
"1700801043-3719","https://www.etmoney.com/stocks/list-of-stocks","Aurum Proptech Ltd.
                                            AURUM","It Services & Consulting","₹531.44 Crs"
"1700801043-3720","https://www.etmoney.com/stocks/list-of-stocks","Ausom Enterprise Ltd.
                                            AUSOMENT","Trading & Distribution","₹94 Crs"
"1700801043-3721","https://www.etmoney.com/stocks/list-of-stocks","Autoline Industries Ltd.
                                            AUTOIND","Auto Ancillaries","₹385.74 Crs"
"1700801043-3722","https://www.etmoney.com/stocks/list-of-stocks","Autolite (India) Ltd.
                                            AUTOLITIND","Auto Ancillaries","₹17.89 Crs"
"1700801043-3723","https://www.etmoney.com/stocks/list-of-stocks","Automotive Axles Ltd.
                                            AUTOAXLES","Auto Ancillaries","₹3540.74 Crs"
