web-scraper-order,web-scraper-start-url,companyName,industry,marketCap
"1700801043-4661","https://www.etmoney.com/stocks/list-of-stocks","Max Ventures and Industries Ltd.
                                            MAXVIL","Packaging","₹3178.11 Crs"
"1700801043-4662","https://www.etmoney.com/stocks/list-of-stocks","Mayur Uniquoters Ltd.
                                            MAYURUNIQ","Textiles","₹2395.42 Crs"
"1700801043-4663","https://www.etmoney.com/stocks/list-of-stocks","Mazagon Dock Shipbuilders Ltd.
                                            MAZDOCK","Shipbuilding & Maintenance","₹40156.48 Crs"
"1700801043-4664","https://www.etmoney.com/stocks/list-of-stocks","Mazda Ltd.
                                            MAZDA","Industrial Machinery, Equipment & Goods","₹539.07 Crs"
"1700801043-4665","https://www.etmoney.com/stocks/list-of-stocks","McDowell Holdings Ltd.
                                            MCDHOLDING","Finance & Investments","₹96.55 Crs"
"1700801043-4666","https://www.etmoney.com/stocks/list-of-stocks","McLeod Russel (India) Ltd.
                                            MCLEODRUSS","Tea & Coffee","₹240.25 Crs"
"1700801043-4667","https://www.etmoney.com/stocks/list-of-stocks","McNally Bharat Engineering Company Ltd.
                                            MBECL","Construction & Engineering","₹84.63 Crs"
"1700801043-4668","https://www.etmoney.com/stocks/list-of-stocks","Medicamen Biotech Ltd.
                                            MEDICAMEQ","Pharmaceuticals","₹809.67 Crs"
"1700801043-4669","https://www.etmoney.com/stocks/list-of-stocks","Medico Remedies Ltd.
                                            MEDICO","Pharmaceuticals","₹655.57 Crs"
"1700801043-4670","https://www.etmoney.com/stocks/list-of-stocks","Medplus Health Services Ltd.
                                            MEDPLUS","Pharmaceuticals","₹9703.33 Crs"
"1700801043-4671","https://www.etmoney.com/stocks/list-of-stocks","Megasoft Ltd.
                                            MEGASOFT","It Services & Consulting","₹376.23 Crs"
"1700801043-4672","https://www.etmoney.com/stocks/list-of-stocks","Megastar Foods Ltd.
                                            MEGASTAR","Food Products","₹337.12 Crs"
"1700801043-4673","https://www.etmoney.com/stocks/list-of-stocks","Melstar Information Technology Ltd.
                                            MELSTAR","It Services & Consulting","₹5.71 Crs"
"1700801043-4674","https://www.etmoney.com/stocks/list-of-stocks","Menon Bearings Ltd.
                                            MENONBE","Auto Ancillaries","₹762.14 Crs"
"1700801043-4675","https://www.etmoney.com/stocks/list-of-stocks","Mercator Ltd.
                                            MERCATOR","Shipping","₹30.25 Crs"
"1700801043-4676","https://www.etmoney.com/stocks/list-of-stocks","Metalyst Forgings Ltd.
                                            METALFORGE","Industrial Machinery, Equipment & Goods","₹17.42 Crs"
"1700801043-4677","https://www.etmoney.com/stocks/list-of-stocks","Metro Brands Ltd.
                                            METROBRAND","Footwear","₹36691.22 Crs"
"1700801043-4678","https://www.etmoney.com/stocks/list-of-stocks","Metropolis Healthcare Ltd.
                                            METROPOLIS","Hospitals & Diagnostic Centres","₹8308.47 Crs"
"1700801043-4679","https://www.etmoney.com/stocks/list-of-stocks","MindTree Ltd.
                                            MINDTREE","It Services & Consulting","₹56645.76 Crs"
"1700801043-4680","https://www.etmoney.com/stocks/list-of-stocks","Minda Corporation Ltd.
                                            MINDACORP","Auto Ancillaries","₹8200.42 Crs"
"1700801043-4681","https://www.etmoney.com/stocks/list-of-stocks","Mindteck (India) Ltd.
                                            MINDTECK","It Services & Consulting","₹551.72 Crs"
"1700801043-4682","https://www.etmoney.com/stocks/list-of-stocks","Mirza International Ltd.
                                            MIRZAINT","Footwear","₹621.91 Crs"
"1700801043-4683","https://www.etmoney.com/stocks/list-of-stocks","Mishra Dhatu Nigam Ltd.
                                            MIDHANI","Iron & Steel","₹7043.98 Crs"
"1700801043-4684","https://www.etmoney.com/stocks/list-of-stocks","Mittal Life Style Ltd.
                                            MITTAL","Textiles","₹59.19 Crs"
"1700801043-4685","https://www.etmoney.com/stocks/list-of-stocks","Modi Rubber Ltd.
                                            MODIRUBBER","Tyres & Rubber Products","₹230.37 Crs"
"1700801043-4686","https://www.etmoney.com/stocks/list-of-stocks","Modison Ltd.
                                            MODISONLTD","Electrical - Equipment/components","₹366.69 Crs"
"1700801043-4687","https://www.etmoney.com/stocks/list-of-stocks","Mohit Industries Ltd.
                                            MOHITIND","Textiles","₹25.48 Crs"
"1700801043-4688","https://www.etmoney.com/stocks/list-of-stocks","Mohota Industries Ltd.
                                            MOHOTAIND","Textiles","₹7.35 Crs"
"1700801043-4689","https://www.etmoney.com/stocks/list-of-stocks","Moksh Ornaments Ltd.
                                            MOKSH","Jewellery, Watches & Other Accessories","₹75.12 Crs"
"1700801043-4690","https://www.etmoney.com/stocks/list-of-stocks","Mold-Tek Packaging Ltd.
                                            MOLDTKPAC","Packaging","₹2875.39 Crs"
"1700801043-4691","https://www.etmoney.com/stocks/list-of-stocks","Mold-Tek Technologies Ltd.
                                            MOLDTECH","Construction & Engineering","₹743.85 Crs"
"1700801043-4692","https://www.etmoney.com/stocks/list-of-stocks","Monarch Networth Capital Ltd.
                                            MONARCH","Finance & Investments","₹1629.12 Crs"
"1700801043-4693","https://www.etmoney.com/stocks/list-of-stocks","Monte Carlo Fashions Ltd.
                                            MONTECARLO","Apparels","₹1453.32 Crs"
"1700801043-4694","https://www.etmoney.com/stocks/list-of-stocks","Morarjee Textiles Ltd.
                                            MORARJEE","Textiles","₹83.56 Crs"
"1700801043-4695","https://www.etmoney.com/stocks/list-of-stocks","Morepen Laboratories Ltd.
                                            MOREPENLAB","Pharmaceuticals","₹2249.14 Crs"
"1700801043-4696","https://www.etmoney.com/stocks/list-of-stocks","Motherson Sumi Wiring India Ltd.
                                            MSUMI","Electrical - Equipment/components","₹26526.65 Crs"
"1700801043-4697","https://www.etmoney.com/stocks/list-of-stocks","Motilal Oswal Financial Services Ltd.
                                            MOTILALOFS","Investment Banking & Brokerage Services","₹16706.36 Crs"
"1700801043-4698","https://www.etmoney.com/stocks/list-of-stocks","Motor & General Finance Ltd.
                                            MOTOGENFIN","Real Estate","₹139.42 Crs"
"1700801043-4699","https://www.etmoney.com/stocks/list-of-stocks","MphasiS Ltd.
                                            MPHASIS","It Services & Consulting","₹44354.27 Crs"
"1700801043-4700","https://www.etmoney.com/stocks/list-of-stocks","Mrs. Bectors Food Specialities Ltd.
                                            BECTORFOOD","Food Products","₹7228.67 Crs"
"1700801043-4701","https://www.etmoney.com/stocks/list-of-stocks","Mufin Green Finance Ltd.
                                            MUFIN","Finance & Investments","₹1691.15 Crs"
"1700801043-4702","https://www.etmoney.com/stocks/list-of-stocks","Mukand Engineers Ltd.
                                            MUKANDENGG","Construction & Engineering","₹38.97 Crs"
"1700801043-4703","https://www.etmoney.com/stocks/list-of-stocks","Mukand Ltd.
                                            MUKANDLTD","Iron & Steel","₹2470.87 Crs"
"1700801043-4704","https://www.etmoney.com/stocks/list-of-stocks","Mukta Arts Ltd.
                                            MUKTAARTS","Broadcasting & Entertainment","₹185.2 Crs"
"1700801043-4705","https://www.etmoney.com/stocks/list-of-stocks","Multi Commodity Exchange of India Ltd.
                                            MCX","Capital Markets","₹14922.12 Crs"
"1700801043-4706","https://www.etmoney.com/stocks/list-of-stocks","Munjal Auto Industries Ltd.
                                            MUNJALAU","Auto Ancillaries","₹730 Crs"
"1700801043-4707","https://www.etmoney.com/stocks/list-of-stocks","Munjal Showa Ltd.
                                            MUNJALSHOW","Auto Ancillaries","₹551.93 Crs"
"1700801043-4708","https://www.etmoney.com/stocks/list-of-stocks","Murudeshwar Ceramics Ltd.
                                            MURUDCERA","Construction Supplies & Fixtures","₹351.94 Crs"
"1700801043-4709","https://www.etmoney.com/stocks/list-of-stocks","Music Broadcast Ltd.
                                            RADIOCITY","Broadcasting & Entertainment","₹518.53 Crs"
"1700801043-4710","https://www.etmoney.com/stocks/list-of-stocks","Muthoot Capital Services Ltd.
                                            MUTHOOTCAP","Nbfc","₹652.97 Crs"
"1700801043-4711","https://www.etmoney.com/stocks/list-of-stocks","Muthoot Finance Ltd.
                                            MUTHOOTFIN","Nbfc","₹53474.21 Crs"
"1700801043-4712","https://www.etmoney.com/stocks/list-of-stocks","N K Industries Ltd.
                                            NKIND","Edible Oils & Solvent Extraction","₹51.08 Crs"
"1700801043-4713","https://www.etmoney.com/stocks/list-of-stocks","N R Agarwal Industries Ltd.
                                            NRAIL","Paper Products","₹592.26 Crs"
"1700801043-4714","https://www.etmoney.com/stocks/list-of-stocks","NACL Industries Ltd.
                                            NACLIND","Agro Chemicals & Fertilizers","₹1492.14 Crs"
"1700801043-4715","https://www.etmoney.com/stocks/list-of-stocks","NAVA Ltd.
                                            NAVA","Diversified","₹5571.86 Crs"
"1700801043-4716","https://www.etmoney.com/stocks/list-of-stocks","NBCC (India) Ltd.
                                            NBCC","Construction & Engineering","₹11700 Crs"
"1700801043-4717","https://www.etmoney.com/stocks/list-of-stocks","NBI Industrial Finance Company Ltd.
                                            NBIFIN","Nbfc","₹444.44 Crs"
"1700801043-4718","https://www.etmoney.com/stocks/list-of-stocks","NCC Ltd.
                                            NCC","Construction & Engineering","₹10233.9 Crs"
"1700801043-4719","https://www.etmoney.com/stocks/list-of-stocks","NCL Industries Ltd.
                                            NCLIND","Cement","₹977.03 Crs"
"1700801043-4720","https://www.etmoney.com/stocks/list-of-stocks","NDL Ventures Ltd.
                                            NDLVENTURE","Broadcasting & Entertainment","₹498.34 Crs"
"1700801043-4721","https://www.etmoney.com/stocks/list-of-stocks","NDR Auto Components Ltd.
                                            NDRAUTO","Auto Ancillaries","₹910.98 Crs"
"1700801043-4722","https://www.etmoney.com/stocks/list-of-stocks","NGL Fine - Chem Ltd.
                                            NGLFINE","Pharmaceuticals","₹1179.38 Crs"
"1700801043-4723","https://www.etmoney.com/stocks/list-of-stocks","NHPC Ltd.
                                            NHPC","Power - Generation/distribution","₹55247.69 Crs"
"1700801043-4724","https://www.etmoney.com/stocks/list-of-stocks","NIIT Learning Systems Ltd.
                                            NIITMTS","It Services & Consulting","₹5412.61 Crs"
"1700801043-4725","https://www.etmoney.com/stocks/list-of-stocks","NIIT Ltd.
                                            NIITLTD","It Training Services","₹1577.87 Crs"
"1700801043-4726","https://www.etmoney.com/stocks/list-of-stocks","NLC India Ltd.
                                            NLCINDIA","Power - Generation/distribution","₹22879.5 Crs"
"1700801043-4727","https://www.etmoney.com/stocks/list-of-stocks","NMDC Ltd.
                                            NMDC","Mining/minerals","₹50406.42 Crs"
"1700801043-4728","https://www.etmoney.com/stocks/list-of-stocks","NMDC Steel Ltd.
                                            NSLNISP","Iron & Steel","₹12308.54 Crs"
"1700801043-4729","https://www.etmoney.com/stocks/list-of-stocks","NOCIL Ltd.
                                            NOCIL","Commodity Chemicals","₹4066.16 Crs"
"1700801043-4730","https://www.etmoney.com/stocks/list-of-stocks","NRB Bearings Ltd.
                                            NRBBEARING","Auto Ancillaries","₹2510.3 Crs"
"1700801043-4731","https://www.etmoney.com/stocks/list-of-stocks","NRB Industrial Bearings Ltd.
                                            NIBL","Auto Ancillaries","₹79.96 Crs"
"1700801043-4732","https://www.etmoney.com/stocks/list-of-stocks","NTPC Ltd.
                                            NTPC","Power - Generation/distribution","₹245325.65 Crs"
"1700801043-4733","https://www.etmoney.com/stocks/list-of-stocks","Naga Dhunseri Group Ltd.
                                            NDGL","Investment Banking & Brokerage Services","₹261.8 Crs"
"1700801043-4734","https://www.etmoney.com/stocks/list-of-stocks","Nagarjuna Fertilizers and Chemicals Ltd.
                                            NAGAFERT","Agro Chemicals & Fertilizers","₹538.26 Crs"
"1700801043-4735","https://www.etmoney.com/stocks/list-of-stocks","Nagreeka Capital & Infrastructure Ltd.
                                            NAGREEKCAP","Asset Management","₹22.71 Crs"
"1700801043-4736","https://www.etmoney.com/stocks/list-of-stocks","Nagreeka Exports Ltd.
                                            NAGREEKEXP","Textiles","₹72.5 Crs"
"1700801043-4737","https://www.etmoney.com/stocks/list-of-stocks","Nahar Capital & Financial Services Ltd.
                                            NAHARCAP","Finance & Investments","₹507.41 Crs"
"1700801043-4738","https://www.etmoney.com/stocks/list-of-stocks","Nahar Industrial Enterprises Ltd.
                                            NAHARINDUS","Textiles","₹596.24 Crs"
"1700801043-4739","https://www.etmoney.com/stocks/list-of-stocks","Nahar Poly Films Ltd.
                                            NAHARPOLY","Textiles","₹567.98 Crs"
"1700801043-4740","https://www.etmoney.com/stocks/list-of-stocks","Nahar Spinning Mills Ltd.
                                            NAHARSPING","Textiles","₹1121.63 Crs"
"1700801043-4741","https://www.etmoney.com/stocks/list-of-stocks","Nakoda Group Of Industries Ltd.
                                            NGIL","Food Products","₹50.9 Crs"
"1700801043-4742","https://www.etmoney.com/stocks/list-of-stocks","Nalwa Sons Investments Ltd.
                                            NSIL","Finance & Investments","₹1707.77 Crs"
"1700801043-4743","https://www.etmoney.com/stocks/list-of-stocks","Nandan Denim Ltd.
                                            NDL","Textiles","₹418.03 Crs"
"1700801043-4744","https://www.etmoney.com/stocks/list-of-stocks","Nandani Creation Ltd.
                                            JAIPURKURT","Apparels","₹89.18 Crs"
"1700801043-4745","https://www.etmoney.com/stocks/list-of-stocks","Narayana Hrudayalaya Ltd.
                                            NH","Hospitals & Diagnostic Centres","₹25320.3 Crs"
"1700801043-4746","https://www.etmoney.com/stocks/list-of-stocks","Narmada Agrobase Ltd.
                                            NARMADA","Food Products","₹25.74 Crs"
"1700801043-4747","https://www.etmoney.com/stocks/list-of-stocks","Natco Pharma Ltd.
                                            NATCOPHARM","Pharmaceuticals","₹14131.77 Crs"
"1700801043-4748","https://www.etmoney.com/stocks/list-of-stocks","Nath Bio-Genes (India) Ltd.
                                            NATHBIOGEN","Agro Products","₹387.68 Crs"
"1700801043-4749","https://www.etmoney.com/stocks/list-of-stocks","National Aluminium Company Ltd.
                                            NATIONALUM","Non Ferrous Metals","₹16713.35 Crs"
"1700801043-4750","https://www.etmoney.com/stocks/list-of-stocks","National Fertilizers Ltd.
                                            NFL","Agro Chemicals & Fertilizers","₹3384.99 Crs"
"1700801043-4751","https://www.etmoney.com/stocks/list-of-stocks","National Steel and Agro Industries Ltd.
                                            NATNLSTEEL","Iron & Steel","₹17.8 Crs"
"1700801043-4752","https://www.etmoney.com/stocks/list-of-stocks","Navin Fluorine International Ltd.
                                            NAVINFLUOR","Commodity Chemicals","₹18381.5 Crs"
"1700801043-4753","https://www.etmoney.com/stocks/list-of-stocks","Navkar Corporation Ltd.
                                            NAVKARCORP","Logistics","₹1053.63 Crs"
"1700801043-4754","https://www.etmoney.com/stocks/list-of-stocks","Navneet Education Ltd.
                                            NAVNETEDUL","Publishing","₹3144.36 Crs"
"1700801043-4755","https://www.etmoney.com/stocks/list-of-stocks","Nazara Technologies Ltd.
                                            NAZARA","It Services & Consulting","₹5858.02 Crs"
"1700801043-4756","https://www.etmoney.com/stocks/list-of-stocks","Nectar Lifesciences Ltd.
                                            NECLIFE","Pharmaceuticals","₹695.21 Crs"
"1700801043-4757","https://www.etmoney.com/stocks/list-of-stocks","Nelcast Ltd.
                                            NELCAST","Industrial Machinery, Equipment & Goods","₹1496.42 Crs"
"1700801043-4758","https://www.etmoney.com/stocks/list-of-stocks","Nelco Ltd.
                                            NELCO","Telecomm Equipment & Infra Services","₹1763.86 Crs"
"1700801043-4759","https://www.etmoney.com/stocks/list-of-stocks","Neogen Chemicals Ltd.
                                            NEOGEN","Speciality Chemicals","₹4036.4 Crs"
"1700801043-4760","https://www.etmoney.com/stocks/list-of-stocks","Nesco Ltd.
                                            NESCO","Real Estate","₹5664.98 Crs"
"1700801043-4761","https://www.etmoney.com/stocks/list-of-stocks","Nestle India Ltd.
                                            NESTLEIND","Food Products","₹235186.86 Crs"
"1700801043-4762","https://www.etmoney.com/stocks/list-of-stocks","Netweb Technologies India Ltd.
                                            NETWEB","It Services & Consulting","₹4602.93 Crs"
"1700801043-4763","https://www.etmoney.com/stocks/list-of-stocks","Network18 Media & Investments Ltd.
                                            NETWORK18","Broadcasting & Entertainment","₹8584.98 Crs"
"1700801043-4764","https://www.etmoney.com/stocks/list-of-stocks","Neueon Towers Ltd.
                                            NTL","Power - Construction/equipment","₹22.62 Crs"
"1700801043-4765","https://www.etmoney.com/stocks/list-of-stocks","Neuland Laboratories Ltd.
                                            NEULANDLAB","Pharmaceuticals","₹6638.18 Crs"
"1700801043-4766","https://www.etmoney.com/stocks/list-of-stocks","New Delhi Television Ltd.
                                            NDTV","Broadcasting & Entertainment","₹1237.85 Crs"
"1700801043-4767","https://www.etmoney.com/stocks/list-of-stocks","Newgen Software Technologies Ltd.
                                            NEWGEN","Software Services","₹9109.02 Crs"
"1700801043-4768","https://www.etmoney.com/stocks/list-of-stocks","Next Mediaworks Ltd.
                                            NEXTMEDIA","Broadcasting & Entertainment","₹46.83 Crs"
"1700801043-4769","https://www.etmoney.com/stocks/list-of-stocks","Nila Infrastructures Ltd.
                                            NILAINFRA","Real Estate","₹275.72 Crs"
"1700801043-4770","https://www.etmoney.com/stocks/list-of-stocks","Nila Spaces Ltd.
                                            NILASPACES","Real Estate","₹118.17 Crs"
"1700801043-4771","https://www.etmoney.com/stocks/list-of-stocks","Nilkamal Ltd.
                                            NILKAMAL","Home Furnishing","₹3271.02 Crs"
"1700801043-4772","https://www.etmoney.com/stocks/list-of-stocks","Nintec Systems Ltd.
                                            NINSYS","It Services & Consulting","₹860.07 Crs"
"1700801043-4773","https://www.etmoney.com/stocks/list-of-stocks","Nippon Life India Asset Management Ltd.
                                            NAM-INDIA","Asset Management","₹26224.1 Crs"
"1700801043-4774","https://www.etmoney.com/stocks/list-of-stocks","Niraj Cement Structurals Ltd.
                                            NIRAJ","Construction & Engineering","₹176.68 Crs"
"1700801043-4775","https://www.etmoney.com/stocks/list-of-stocks","Nitco Ltd.
                                            NITCO","Construction Supplies & Fixtures","₹201.21 Crs"
"1700801043-4776","https://www.etmoney.com/stocks/list-of-stocks","Nitin Fire Protection Industries Ltd.
                                            NITINFIRE","Business Support Services","₹58.45 Crs"
"1700801043-4777","https://www.etmoney.com/stocks/list-of-stocks","Nitin Spinners Ltd.
                                            NITINSPIN","Textiles","₹1978.94 Crs"
"1700801043-4778","https://www.etmoney.com/stocks/list-of-stocks","Nitiraj Engineers Ltd.
                                            NITIRAJ","Electronics - Equipment/components","₹139.41 Crs"
"1700801043-4779","https://www.etmoney.com/stocks/list-of-stocks","Noida Toll Bridge Company Ltd.
                                            NOIDATOLL","Construction & Engineering","₹279.29 Crs"
"1700801043-4780","https://www.etmoney.com/stocks/list-of-stocks","Norben Tea & Exports Ltd.
                                            NORBTEAEXP","Tea & Coffee","₹15.28 Crs"
"1700801043-4781","https://www.etmoney.com/stocks/list-of-stocks","North Eastern Carrying Corporation Ltd.
                                            NECCLTD","Logistics","₹232.92 Crs"
"1700801043-4782","https://www.etmoney.com/stocks/list-of-stocks","Novartis India Ltd.
                                            NOVARTIND","Pharmaceuticals","₹1659.22 Crs"
"1700801043-4783","https://www.etmoney.com/stocks/list-of-stocks","Nucleus Software Exports Ltd.
                                            NUCLEUS","Software Services","₹3767.01 Crs"
"1700801043-4784","https://www.etmoney.com/stocks/list-of-stocks","Nupur Recyclers Ltd.
                                            NRL","Trading & Distribution","₹407.26 Crs"
"1700801043-4785","https://www.etmoney.com/stocks/list-of-stocks","Nureca Ltd.
                                            NURECA","Health Services And Equipment","₹354.01 Crs"
"1700801043-4786","https://www.etmoney.com/stocks/list-of-stocks","Nuvama Wealth Management Ltd.
                                            NUVAMA","Finance & Investments","₹11326.58 Crs"
"1700801043-4787","https://www.etmoney.com/stocks/list-of-stocks","Nuvoco Vistas Corporation Ltd.
                                            NUVOCO","Cement","₹12500.47 Crs"
"1700801043-4788","https://www.etmoney.com/stocks/list-of-stocks","Oberoi Realty Ltd.
                                            OBEROIRLTY","Real Estate","₹51086.11 Crs"
"1700801043-4789","https://www.etmoney.com/stocks/list-of-stocks","Oil And Natural Gas Corporation Ltd.
                                            ONGC","Oil & Gas Exploration And Production","₹245114.79 Crs"
"1700801043-4790","https://www.etmoney.com/stocks/list-of-stocks","Oil Country Tubular Ltd.
                                            OILCOUNTUB","Oil & Gas - Equipment & Services","₹97.44 Crs"
"1700801043-4791","https://www.etmoney.com/stocks/list-of-stocks","Oil India Ltd.
                                            OIL","Oil & Gas Exploration And Production","₹32423.72 Crs"
"1700801043-4792","https://www.etmoney.com/stocks/list-of-stocks","Olectra Greentech Ltd.
                                            OLECTRA","Electrical - Equipment/components","₹10071.31 Crs"
"1700801043-4793","https://www.etmoney.com/stocks/list-of-stocks","Om Infra Ltd.
                                            OMINFRAL","Construction & Engineering","₹558.56 Crs"
"1700801043-4794","https://www.etmoney.com/stocks/list-of-stocks","Omax Autos Ltd.
                                            OMAXAUTO","Auto Ancillaries","₹128.33 Crs"
"1700801043-4795","https://www.etmoney.com/stocks/list-of-stocks","Omaxe Ltd.
                                            OMAXE","Real Estate","₹1554.65 Crs"
"1700801043-4796","https://www.etmoney.com/stocks/list-of-stocks","Omkar Speciality Chemicals Ltd.
                                            OMKARCHEM","Speciality Chemicals","₹20.58 Crs"
"1700801043-4797","https://www.etmoney.com/stocks/list-of-stocks","OnMobile Global Ltd.
                                            ONMOBILE","Software Services","₹1147.11 Crs"
"1700801043-4798","https://www.etmoney.com/stocks/list-of-stocks","One Point One Solutions Ltd.
                                            ONEPOINT","Outsourced Services","₹940.3 Crs"
"1700801043-4799","https://www.etmoney.com/stocks/list-of-stocks","One97 Communications Ltd.
                                            PAYTM","Credit Rating Agencies","₹58579.15 Crs"
"1700801043-4800","https://www.etmoney.com/stocks/list-of-stocks","Onelife Capital Advisors Ltd.
                                            ONELIFECAP","Investment Banking & Brokerage Services","₹24.05 Crs"
"1700801043-4801","https://www.etmoney.com/stocks/list-of-stocks","Onward Technologies Ltd.
                                            ONWARDTEC","It Services & Consulting","₹1379.34 Crs"
"1700801043-4802","https://www.etmoney.com/stocks/list-of-stocks","Optiemus Infracom Ltd.
                                            OPTIEMUS","Telecomm Equipment & Infra Services","₹2798.94 Crs"
"1700801043-4803","https://www.etmoney.com/stocks/list-of-stocks","Opto Circuits India Ltd.
                                            OPTOCIRCUI","Health Services And Equipment","₹60.13 Crs"
"1700801043-4804","https://www.etmoney.com/stocks/list-of-stocks","Oracle Financial Services Software Ltd.
                                            OFSS","Software Services","₹35468.26 Crs"
"1700801043-4805","https://www.etmoney.com/stocks/list-of-stocks","Orbit Exports Ltd.
                                            ORBTEXP","Textiles","₹529.66 Crs"
"1700801043-4806","https://www.etmoney.com/stocks/list-of-stocks","Orchid Pharma Ltd.
                                            ORCHPHARMA","Pharmaceuticals","₹2941.71 Crs"
"1700801043-4807","https://www.etmoney.com/stocks/list-of-stocks","Oricon Enterprises Ltd.
                                            ORICONENT","Diversified","₹518.26 Crs"
"1700801043-4808","https://www.etmoney.com/stocks/list-of-stocks","Orient Bell Ltd.
                                            ORIENTBELL","Construction Supplies & Fixtures","₹587.03 Crs"
"1700801043-4809","https://www.etmoney.com/stocks/list-of-stocks","Orient Cement Ltd.
                                            ORIENTCEM","Cement","₹4732.47 Crs"
"1700801043-4810","https://www.etmoney.com/stocks/list-of-stocks","Orient Ceratech Ltd.
                                            ORIENTCER","Industrial Machinery, Equipment & Goods","₹681.94 Crs"
"1700801043-4811","https://www.etmoney.com/stocks/list-of-stocks","Orient Electric Ltd.
                                            ORIENTELEC","Consumer Electronics & Appliances","₹4630.04 Crs"
"1700801043-4812","https://www.etmoney.com/stocks/list-of-stocks","Orient Green Power Company Ltd.
                                            GREENPOWER","Power - Generation/distribution","₹2157.73 Crs"
"1700801043-4813","https://www.etmoney.com/stocks/list-of-stocks","Orient Paper & Industries Ltd.
                                            ORIENTPPR","Paper Products","₹891.18 Crs"
"1700801043-4814","https://www.etmoney.com/stocks/list-of-stocks","Orient Press Ltd.
                                            ORIENTLTD","Printing & Stationery","₹74 Crs"
"1700801043-4815","https://www.etmoney.com/stocks/list-of-stocks","Oriental Aromatics Ltd.
                                            OAL","Speciality Chemicals","₹1157.68 Crs"
"1700801043-4816","https://www.etmoney.com/stocks/list-of-stocks","Oriental Carbon & Chemicals Ltd.
                                            OCCL","Commodity Chemicals","₹777.23 Crs"
"1700801043-4817","https://www.etmoney.com/stocks/list-of-stocks","Oriental Hotels Ltd.
                                            ORIENTHOT","Hotels","₹1821.71 Crs"
"1700801043-4818","https://www.etmoney.com/stocks/list-of-stocks","Oriental Trimex Ltd.
                                            ORIENTALTL","Construction Supplies & Fixtures","₹20.58 Crs"
"1700801043-4819","https://www.etmoney.com/stocks/list-of-stocks","Orissa Bengal Carrier Ltd.
                                            OBCL","Logistics","₹126.5 Crs"
"1700801043-4820","https://www.etmoney.com/stocks/list-of-stocks","Ortel Communications Ltd.
                                            ORTEL","Broadcasting & Entertainment","₹3.3 Crs"
"1700801043-4821","https://www.etmoney.com/stocks/list-of-stocks","Ortin Laboratories Ltd.
                                            ORTINLAB","Pharmaceuticals","₹16.26 Crs"
"1700801043-4822","https://www.etmoney.com/stocks/list-of-stocks","Osia Hyper Retail Ltd.
                                            OSIAHYPER","Retailing","₹661.49 Crs"
"1700801043-4823","https://www.etmoney.com/stocks/list-of-stocks","Oswal Agro Mills Ltd.
                                            OSWALAGRO","Real Estate","₹469.82 Crs"
"1700801043-4824","https://www.etmoney.com/stocks/list-of-stocks","Oswal Green Tech Ltd.
                                            OSWALGREEN","Real Estate","₹590.66 Crs"
"1700801043-4825","https://www.etmoney.com/stocks/list-of-stocks","PAE Ltd.
                                            PAEL","Batteries","₹7.29 Crs"
"1700801043-4826","https://www.etmoney.com/stocks/list-of-stocks","PB Fintech Ltd.
                                            POLICYBZR","Credit Rating Agencies","₹36231.04 Crs"
"1700801043-4827","https://www.etmoney.com/stocks/list-of-stocks","PBA Infrastructure Ltd.
                                            PBAINFRA","Construction & Engineering","₹18.9 Crs"
"1700801043-4828","https://www.etmoney.com/stocks/list-of-stocks","PC Jeweller Ltd.
                                            PCJEWELLER","Jewellery, Watches & Other Accessories","₹1349.67 Crs"
"1700801043-4829","https://www.etmoney.com/stocks/list-of-stocks","PCBL Ltd.
                                            PCBL","Commodity Chemicals","₹9889.52 Crs"
"1700801043-4830","https://www.etmoney.com/stocks/list-of-stocks","PDS Ltd.
                                            PDSL","Apparels","₹8117.37 Crs"
"1700801043-4831","https://www.etmoney.com/stocks/list-of-stocks","PG Electroplast Ltd.
                                            PGEL","Electronics - Equipment/components","₹6258.93 Crs"
"1700801043-4832","https://www.etmoney.com/stocks/list-of-stocks","PI Industries Ltd.
                                            PIIND","Agro Chemicals & Fertilizers","₹57015.67 Crs"
"1700801043-4833","https://www.etmoney.com/stocks/list-of-stocks","PNB Gilts Ltd.
                                            PNBGILTS","Investment Banking & Brokerage Services","₹1746.1 Crs"
"1700801043-4834","https://www.etmoney.com/stocks/list-of-stocks","PNB Housing Finance Ltd.
                                            PNBHOUSING","Housing Finance","₹20744.94 Crs"
"1700801043-4835","https://www.etmoney.com/stocks/list-of-stocks","PNC Infratech Ltd.
                                            PNCINFRA","Construction & Engineering","₹8286.22 Crs"
"1700801043-4836","https://www.etmoney.com/stocks/list-of-stocks","PPAP Automotive Ltd.
                                            PPAP","Auto Ancillaries","₹333.2 Crs"
"1700801043-4837","https://www.etmoney.com/stocks/list-of-stocks","PSP Projects Ltd.
                                            PSPPROJECT","Construction & Engineering","₹2764.8 Crs"
"1700801043-4838","https://www.etmoney.com/stocks/list-of-stocks","PTC India Financial Services Ltd.
                                            PFS","Finance & Investments","₹2183.76 Crs"
"1700801043-4839","https://www.etmoney.com/stocks/list-of-stocks","PTC India Ltd.
                                            PTC","Power - Generation/distribution","₹4588.13 Crs"
"1700801043-4840","https://www.etmoney.com/stocks/list-of-stocks","PTC Industries Ltd.
                                            PTCIL","Construction & Engineering","₹7429.4 Crs"
